Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,Type,DOI,CitesPerYear,Age,FullTextURL
1,"MS Loosdrecht, MA Mannino, S Talamo, ...",Genomic and dietary transitions during the Mesolithic and Early Neolithic in Sicily,2022,iScience,pure.mpg.de,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3214822,"https://scholar.google.com/scholar?cites=3683097522029360749&as_sdt=2005&sciodt=0,5&hl=en",,,0.33,3,https://pure.mpg.de/rest/items/item_3214822/component/file_3565575/content
27,"AL Campelo dos Santos, A Owings, ...",Genomic evidence for ancient human migration routes along South America's Atlantic coast,2022,… of the Royal …,royalsocietypublishing.org,https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2022.1078,"https://scholar.google.com/scholar?cites=11399524919136122276&as_sdt=2005&sciodt=0,5&hl=en",,10.1098/rspb.2022.1078,9,3,https://royalsocietypublishing.org/doi/pdf/10.1098/rspb.2022.1078
1,"ALC dos Santos, A Owings, HS Lavalle Sullasi, ...",Genomic evidence for ancient migrations routes along South America's Atlantic coast,2022,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2022.06.27.497820.abstract,"https://scholar.google.com/scholar?cites=1336353350105228919&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2022.06.27.497820.abstract,0.33,3,https://www.biorxiv.org/content/10.1101/2022.06.27.497820.full.pdf
35,"X Huang, ZY Xia, X Bin, G He, J Guo, ...",Genomic insights into the demographic history of the Southern Chinese,2022,Frontiers in Ecology …,frontiersin.org,https://www.frontiersin.org/journals/ecology-and-evolution/articles/10.3389/fevo.2022.853391/full,"https://scholar.google.com/scholar?cites=15224728559355690107&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fevo.2022.853391,11.67,3,https://www.frontiersin.org/journals/ecology-and-evolution/articles/10.3389/fevo.2022.853391/full
4,"X Hou, X Zhang, X Li, T Huang, W Li, H Zhang, ...",Genomic insights into the genetic structure and population history of Mongolians in Liaoning Province,2022,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fgene.2022.947758/full,"https://scholar.google.com/scholar?cites=11009179267109903016&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fgene.2022.947758,1.33,3,https://www.frontiersin.org/articles/10.3389/fgene.2022.947758/full
29,"Y Liu, J Xie, M Wang, C Liu, J Zhu, X Zou, W Li, ...",Genomic insights into the population history and biological adaptation of Southwestern Chinese Hmong–Mien people,2022,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fgene.2021.815160/full,"https://scholar.google.com/scholar?cites=6423655709295542988&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.3389/fgene.2021.815160,9.67,3,https://www.frontiersin.org/articles/10.3389/fgene.2021.815160/full
16,"C Santander, L Molinaro, G Mutti, FI Martínez, ...",Genomic variation in baboons from central Mozambique unveils complex evolutionary relationships with other Papio species,2022,BMC Ecology and …,Springer,https://link.springer.com/article/10.1186/s12862-022-01999-7,"https://scholar.google.com/scholar?cites=16091404808788544482&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.1186/s12862-022-01999-7,5.33,3,https://link.springer.com/article/10.1186/s12862-022-01999-7
6,"L Jin, B Zhang, J Luo, J Li, J Liang, W Wu, Y Xie, F Li, ...","Genomics, origin and selection signals of Loudi cattle in Central Hunan",2022,Biology,mdpi.com,https://www.mdpi.com/2079-7737/11/12/1775,"https://scholar.google.com/scholar?cites=13350851155065723294&as_sdt=2005&sciodt=0,5&hl=en",HTML,,2,3,https://www.mdpi.com/2079-7737/11/12/1775
0,L Botigué,Goat ancient DNA analysis unveils a new lineage that may have hybridized with domestic goats,2022,Peer Community in Genomics,genomics.peercommunityin.org,https://genomics.peercommunityin.org/articles/rec?id=162,,HTML,,0,3,https://genomics.peercommunityin.org/articles/rec?id=162
165,"A Bergström, DWG Stanton, UH Taron, L Frantz, ...",Grey wolf genomic history reveals a dual ancestry of dogs,2022,Nature,nature.com,https://www.nature.com/articles/s41586-022-04824-9,"https://scholar.google.com/scholar?cites=17383315021673861645&as_sdt=2005&sciodt=0,5&hl=en",HTML,,55,3,https://www.nature.com/articles/s41586-022-04824-9
39,"P Changmai, K Jaisamut, J Kampuansai, ...",Indian genetic heritage in Southeast Asian populations,2022,PLoS …,journals.plos.org,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010036,"https://scholar.google.com/scholar?cites=17915497051589182306&as_sdt=2005&sciodt=0,5&hl=en",HTML,,13,3,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010036
4,"DI Cruz Dávalos, YO Arizmendi Cárdenas, ...",Indigenous peoples in eastern Brazil: insights from 19th century genomes and metagenomes,2022,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2022.01.27.477466.abstract,"https://scholar.google.com/scholar?cites=14920611812299176357&as_sdt=2005&sciodt=0,5&hl=en",,10.1101/2022.01.27.477466.abstract,1.33,3,https://www.biorxiv.org/content/10.1101/2022.01.27.477466.full.pdf
8,"L Arias, NQ Emlen, S Norder, N Julmi, ...",Interpreting mismatches between linguistic and genetic patterns among speakers of Tanimuka (Eastern Tukanoan) and Yukuna (Arawakan),2022,Interface …,royalsocietypublishing.org,https://royalsocietypublishing.org/doi/abs/10.1098/rsfs.2022.0056,"https://scholar.google.com/scholar?cites=6971296884799036479&as_sdt=2005&sciodt=0,5&hl=en",,10.1098/rsfs.2022.0056,2.67,3,https://royalsocietypublishing.org/doi/pdf/10.1098/rsfs.2022.0056
20,"KM Garg, B Chattopadhyay, E Cros, ...","Island biogeography revisited: museomics reveals affinities of shelf island birds determined by bathymetry and paleo-rivers, not by distance to mainland",2022,Molecular Biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/39/1/msab340/6454101,"https://scholar.google.com/scholar?cites=16379797930067833877&as_sdt=2005&sciodt=0,5&hl=en",,,6.67,3,https://academic.oup.com/mbe/article/39/1/msab340/6454101
15,"HA Zhong, XY Kong, YW Zhang, YK Su, ...",Microevolutionary mechanism of high‐altitude adaptation in Tibetan chicken populations from an elevation gradient,2022,Evolutionary …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.13503,"https://scholar.google.com/scholar?cites=15547197709578444882&as_sdt=2005&sciodt=0,5&hl=en",,10.1111/eva.13503,5,3,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/eva.13503
0,"G He, S Duan, Q Sun, X Xu, Y Liu, R Tang, J Yang, ...",Multiple sources of genetic diversity contributed to the extensive ethnolinguistic diversity in Southwest China,2022,,researchsquare.com,https://www.researchsquare.com/article/rs-2307497/latest,,,,0,3,
12,"T Segawa, T Yonezawa, H Mori, A Kohno, Y Kudo, ...",Paleogenomics reveals independent and hybrid origins of two morphologically distinct wolf lineages endemic to Japan,2022,Current Biology,cell.com,https://www.cell.com/current-biology/fulltext/S0960-9822(22)00603-0?dgcid=raven_jbs_aip_email,"https://scholar.google.com/scholar?cites=10415101740968877743&as_sdt=2005&sciodt=0,5&hl=en",HTML,,4,3,https://www.cell.com/current-biology/fulltext/S0960-9822(22)00603-0?dgcid=raven_jbs_aip_email
21,"T Hellwig, S Abbo, R Ophir",Phylogeny and disparate selection signatures suggest two genetically independent domestication events in pea (Pisum L.),2022,The Plant Journal,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.15678,"https://scholar.google.com/scholar?cites=14372252326277083884&as_sdt=2005&sciodt=0,5&hl=en",,10.1111/tpj.15678,7,3,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/tpj.15678
3,"S Fujimoto, H Yaguchi, T Myosho, H Aoyama, Y Sato, ...",Population admixtures in medaka inferred by multiple arbitrary amplicon sequencing,2022,Scientific Reports,nature.com,https://www.nature.com/articles/s41598-022-24498-7,"https://scholar.google.com/scholar?cites=10714065567086603164&as_sdt=2005&sciodt=0,5&hl=en",HTML,,1,3,https://www.nature.com/articles/s41598-022-24498-7
32,"W Yang, N Feiner, D Salvi, H Laakkonen, ...",Population genomics of wall lizards reflects the dynamic history of the Mediterranean Basin,2022,Molecular biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/39/1/msab311/6413643,"https://scholar.google.com/scholar?cites=14556305056098935541&as_sdt=2005&sciodt=0,5&hl=en",,,10.67,3,https://academic.oup.com/mbe/article/39/1/msab311/6413643
27,"MA Castro e Silva, T Ferraz, ...",Population histories and genomic diversity of South American natives,2022,Molecular biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/39/1/msab339/6448769,"https://scholar.google.com/scholar?cites=12975445142123503584&as_sdt=2005&sciodt=0,5&hl=en",,,9,3,https://academic.oup.com/mbe/article/39/1/msab339/6448769
9,"S Bhandari, P Dolma, M Mukerji, B Prasher, ...",Population history and genome wide association studies of birth weight in a native high altitude Ladakhi population,2022,Plos one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0269671,"https://scholar.google.com/scholar?cites=11398073000815610666&as_sdt=2005&sciodt=0,5&hl=en",HTML,,3,3,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0269671
22,"Q Helleu, C Roux, KG Ross, L Keller",Radiation and hybridization underpin the spread of the fire ant social supergene,2022,Proceedings of the National …,pnas.org,https://www.pnas.org/doi/abs/10.1073/pnas.2201040119,"https://scholar.google.com/scholar?cites=14670985960364255031&as_sdt=2005&sciodt=0,5&hl=en",,10.1073/pnas.2201040119,7.33,3,https://www.pnas.org/doi/full/10.1073/pnas.2201040119
31,"E Gilbert, A Shanmugam, GL Cavalleri",Revealing the recent demographic history of Europe via haplotype sharing in the UK Biobank,2022,Proceedings of the National …,pnas.org,https://www.pnas.org/doi/abs/10.1073/pnas.2119281119,"https://scholar.google.com/scholar?cites=17265773169856445597&as_sdt=2005&sciodt=0,5&hl=en",,10.1073/pnas.2119281119,10.33,3,https://www.pnas.org/doi/pdf/10.1073/pnas.2119281119
11,"G He, Y Zhang, LH Wei, M Wang, ...","The genomic formation of Tanka people, an isolated “Gypsies in water” in the coastal region of Southeast China",2022,American Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajpa.24495,"https://scholar.google.com/scholar?cites=17785570653222892944&as_sdt=2005&sciodt=0,5&hl=en",,10.1002/ajpa.24495,3.67,3,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ajpa.24495
23,"Y Wang, X Zou, M Wang, D Yuan, L Yang, ...",The genomic history of southwestern Chinese populations demonstrated massive population migration and admixture among proto-Hmong–Mien speakers and …,2022,Molecular Genetics and …,Springer,https://link.springer.com/article/10.1007/s00438-021-01837-3,"https://scholar.google.com/scholar?cites=199491044109533041&as_sdt=2005&sciodt=0,5&hl=en",,10.1007/s00438-021-01837-3,7.67,3,https://www.researchgate.net/profile/Guanglin-He-heguanglin-2/publication/357418354_The_genomic_history_of_southwestern_Chinese_populations_demonstrated_massive_population_migration_and_admixture_among_proto-Hmong-Mien_speakers_and_incoming_migrants/links/61e249b75779d35951abe976/The-genomic-history-of-southwestern-Chinese-populations-demonstrated-massive-population-migration-and-admixture-among-proto-Hmong-Mien-speakers-and-incoming-migrants.pdf
21,"J Lindo, R De La Rosa, ALC Santos, M Sans, ...",The genomic prehistory of the Indigenous peoples of Uruguay,2022,PNAS …,academic.oup.com,https://academic.oup.com/pnasnexus/article-abstract/1/2/pgac047/6571940,"https://scholar.google.com/scholar?cites=3098673800235200918&as_sdt=2005&sciodt=0,5&hl=en",,,7,3,https://academic.oup.com/pnasnexus/article/1/2/pgac047/6571940
16,"T Göllner, M Larena, W Kutanan, ...","Unveiling the genetic history of the Maniq, a primary hunter-gatherer society",2022,Genome Biology and …,academic.oup.com,https://academic.oup.com/gbe/article-abstract/14/4/evac021/6526392,"https://scholar.google.com/scholar?cites=7007791230346294877&as_sdt=2005&sciodt=0,5&hl=en",,,5.33,3,https://academic.oup.com/gbe/article-pdf/14/4/evac021/43371115/evac021.pdf
21,"G Garcia-Erill, CHF Jørgensen, ...",Warthog genomes resolve an evolutionary conundrum and reveal introgression of disease resistance genes,2022,Molecular biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/39/7/msac134/6627297,"https://scholar.google.com/scholar?cites=7722165441750664331&as_sdt=2005&sciodt=0,5&hl=en",,,7,3,https://academic.oup.com/mbe/article/39/7/msac134/6627297
39,"V Villalba-Mouco, MS van de Loosdrecht, ...","A 23,000-year-old southern Iberian individual links human groups that lived in Western Europe before and after the Last Glacial Maximum",2023,Nature Ecology & …,nature.com,https://www.nature.com/articles/s41559-023-01987-0,"https://scholar.google.com/scholar?cites=14161856461192214504&as_sdt=2005&sciodt=0,5&hl=en",HTML,,19.5,2,https://www.nature.com/articles/s41559-023-01987-0
35,"HM Moots, M Antonio, S Sawyer, JP Spence, ...",A genetic history of continuity and mobility in the Iron Age central Mediterranean,2023,Nature Ecology & …,nature.com,https://www.nature.com/articles/s41559-023-02143-4,"https://scholar.google.com/scholar?cites=12249836415111356479&as_sdt=2005&sciodt=0,5&hl=en",HTML,,17.5,2,https://www.nature.com/articles/s41559-023-02143-4
4,"A Aqil, S Gill, O Gokcumen, RS Malhi, EA Reese, ...",A paleogenome from a Holocene individual supports genetic continuity in Southeast Alaska,2023,Iscience,cell.com,https://www.cell.com/iscience/fulltext/S2589-0042(23)00658-2?uuid=uuid%3A4f5e2ebb-a6f3-4bd4-93de-fb7731a41ba5,"https://scholar.google.com/scholar?cites=7026842359494732425&as_sdt=2005&sciodt=0,5&hl=en",HTML,,2,2,https://www.cell.com/iscience/fulltext/S2589-0042(23)00658-2?uuid=uuid%3A4f5e2ebb-a6f3-4bd4-93de-fb7731a41ba5
0,"G He, Q Sun, Y Liu, J Yang, P Chen, C Liu, M Wang, ...",Admixture-introduced complex landscape of genetic diversity contributed to the extensive Southwestern Chinese ethnolinguistic diversity,2023,,scholar.archive.org,https://scholar.archive.org/work/rjxmghcrbjhcforb5vqffdq5zy/access/wayback/https://assets.researchsquare.com/files/rs-2508548/v1/82938cb9-ab9b-4042-a326-7c875f3645de.pdf?c=1675122665,,PDF,,0,2,https://scholar.archive.org/work/rjxmghcrbjhcforb5vqffdq5zy/access/wayback/https://assets.researchsquare.com/files/rs-2508548/v1/82938cb9-ab9b-4042-a326-7c875f3645de.pdf?c=1675122665
0,"G Jeong, H Gill, H Moon, C Jeong",An ancient genome perspective on the dynamic history of the prehistoric Jomon people in and around the Japanese archipelago,2023,Human Population Genetics …,pivotscipub.com,https://www.pivotscipub.com/hpgg/3/4/0008/html,,HTML,,0,2,https://www.pivotscipub.com/hpgg/3/4/0008/html
26,"X Sun, YC Liu, MP Tiunov, DO Gimranov, ...",Ancient DNA reveals genetic admixture in China during tiger evolution,2023,Nature ecology & …,nature.com,https://www.nature.com/articles/s41559-023-02185-8,"https://scholar.google.com/scholar?cites=18196599073532545407&as_sdt=2005&sciodt=0,5&hl=en",HTML,,12,2,https://www.nature.com/articles/s41559-023-02185-8
54,"L Tao, H Yuan, K Zhu, X Liu, J Guo, R Min, H He, ...",Ancient genomes reveal millet farming-related demic diffusion from the Yellow River into southwest China,2023,Current Biology,cell.com,https://www.cell.com/current-biology/abstract/S0960-9822(23)01303-9,"https://scholar.google.com/scholar?cites=14927832902174519389&as_sdt=2005&sciodt=0,5&hl=en",,,27,2,https://www.cell.com/current-biology/pdf/S0960-9822(23)01303-9.pdf
1,"G Fabbri, L Molinaro, N Mucci, L Pagani, ...",Anthropogenic hybridization and its influence on the adaptive potential of the Sardinian wild boar (Sus scrofa meridionalis),2023,Journal of Applied …,Springer,https://link.springer.com/article/10.1007/s13353-023-00763-x,"https://scholar.google.com/scholar?cites=10311681708256572384&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.1007/s13353-023-00763-x,0.5,2,https://link.springer.com/article/10.1007/s13353-023-00763-x
17,"L Quinn, G Garcia‐Erill, C Santander, ...",Colonialism in South Africa leaves a lasting legacy of reduced genetic diversity in Cape buffalo,2023,Molecular …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.16851,"https://scholar.google.com/scholar?cites=7606570517619211141&as_sdt=2005&sciodt=0,5&hl=en",,10.1111/mec.16851,8.5,2,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mec.16851
89,"JI Meier, MD McGee, DA Marques, S Mwaiko, M Kishe, ...",Cycles of fusion and fission enabled rapid parallel adaptive radiations in African cichlids,2023,Science,science.org,https://www.science.org/doi/abs/10.1126/science.ade2833,"https://scholar.google.com/scholar?cites=3796660385120317087&as_sdt=2005&sciodt=0,5&hl=en",,10.1126/science.ade2833,44.5,2,https://www.science.org/doi/pdf/10.1126/science.ade2833
1,"P Kusuma, MP Cox, G Barker, H Sudoyo, JS Lansing, ...",Deep ancestry of Bornean hunter-gatherers supports long-term local ancestry dynamics,2023,Cell Reports,cell.com,https://www.cell.com/cell-reports/fulltext/S2211-1247(23)01358-X?uuid=uuid%3Aa6ef4be8-37f1-4363-b21a-b295e98584bb,"https://scholar.google.com/scholar?cites=16086034366292076798&as_sdt=2005&sciodt=0,5&hl=en",HTML,,0.5,2,https://www.cell.com/cell-reports/fulltext/S2211-1247(23)01358-X?uuid=uuid%3Aa6ef4be8-37f1-4363-b21a-b295e98584bb
24,"V Villa-Islas, A Izarraras-Gomez, M Larena, ...",Demographic history and genetic structure in pre-Hispanic Central Mexico,2023,Science,science.org,https://www.science.org/doi/abs/10.1126/science.add6142,"https://scholar.google.com/scholar?cites=15567575398537355071&as_sdt=2005&sciodt=0,5&hl=en",,10.1126/science.add6142,12,2,https://www.science.org/doi/full/10.1126/science.add6142
3,"K Koganebuchi, M Matsunami, M Imamura, ...",Demographic history of Ryukyu islanders at the southern part of the Japanese Archipelago inferred from whole-genome resequencing data,2023,Journal of Human …,nature.com,https://www.nature.com/articles/s10038-023-01180-y,"https://scholar.google.com/scholar?cites=9895077376344755721&as_sdt=2005&sciodt=0,5&hl=en",HTML,,1.5,2,https://www.nature.com/articles/s10038-023-01180-y
11,"G He, ZQ Fan, X Zou, X Deng, HY Yeh, ...",Demographic model and biological adaptation inferred from the genome‐wide single nucleotide polymorphism data reveal tripartite origins of southernmost C hinese …,2023,American Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajpa.24672,"https://scholar.google.com/scholar?cites=6918314940120092046&as_sdt=2005&sciodt=0,5&hl=en",,10.1002/ajpa.24672,5.5,2,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ajpa.24672
0,"G He, J Chen, Y Liu, R Hu, P Wang, S Duan, Q Sun, ...",Differentiated genomic footprints and connections inferred from 440 Hmong-Mien genomes suggest their isolation and long-distance migration,2023,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2023.01.14.523079.abstract,,,10.1101/2023.01.14.523079.abstract,0,2,https://www.biorxiv.org/content/biorxiv/early/2023/01/17/2023.01.14.523079.full.pdf
26,"CR Voolstra, BCC Hume, EJ Armstrong, G Mitushasi, ...",Disparate genetic divergence patterns in three corals across a pan-Pacific environmental gradient highlight species-specific adaptation,2023,npj Biodiversity,nature.com,https://www.nature.com/articles/s44185-023-00020-8,"https://scholar.google.com/scholar?cites=12189120307123377828&as_sdt=2005&sciodt=0,5&hl=en",HTML,,13,2,https://www.nature.com/articles/s44185-023-00020-8
3,"R Hammarén, ST Goldstein, CM Schlebusch",Eurasian back-migration into Northeast Africa was a complex and multifaceted process,2023,Plos one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0290423,"https://scholar.google.com/scholar?cites=13595627411436962613&as_sdt=2005&sciodt=0,5&hl=en",HTML,,1.5,2,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0290423
35,"GL He, MG Wang, X Zou, HY Yeh, ...",Extensive ethnolinguistic diversity at the crossroads of North China and South Siberia reflects multiple sources of genetic diversity,2023,… of Systematics and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jse.12827,"https://scholar.google.com/scholar?cites=5112859136092829089&as_sdt=2005&sciodt=0,5&hl=en",,10.1111/jse.12827,17.5,2,https://onlinelibrary.wiley.com/doi/full/10.1111/jse.12827
14,"E Yüncü, U Işıldak, MP Williams, CD Huber, ...",False discovery rates of qpAdm-based screens for genetic admixture.,2023,Biorxiv: the Preprint …,europepmc.org,https://europepmc.org/article/pmc/pmc10614728,"https://scholar.google.com/scholar?cites=13086464123108933773&as_sdt=2005&sciodt=0,5&hl=en",,,7,2,
19,"S Peltola, K Majander, N Makarov, M Dobrovolskaya, ...",Genetic admixture and language shift in the medieval Volga-Oka interfluve,2023,Current biology,cell.com,https://www.cell.com/current-biology/fulltext/S0960-9822(22)01826-7?fbclid=IwAR2xNf4lsPE27NJAyKBcui0V-8BUeSrtZLskMXMHrY2xr1KrTQvJbtvc-T0,"https://scholar.google.com/scholar?cites=5250863661053767862&as_sdt=2005&sciodt=0,5&hl=en",HTML,,9.5,2,https://www.cell.com/current-biology/fulltext/S0960-9822(22)01826-7?fbclid=IwAR2xNf4lsPE27NJAyKBcui0V-8BUeSrtZLskMXMHrY2xr1KrTQvJbtvc-T0
15,"L Kumar, A Chowdhari, JJ Sequeira, ...",Genetic affinities and adaptation of the south-west coast populations of India,2023,Genome Biology and …,academic.oup.com,https://academic.oup.com/gbe/article-pdf/doi/10.1093/gbe/evad225/54911907/evad225.pdf,"https://scholar.google.com/scholar?cites=2556423149273296342&as_sdt=2005&sciodt=0,5&hl=en",PDF,10.1093/gbe/evad225/54911907/evad225,7.5,2,https://academic.oup.com/gbe/article-pdf/doi/10.1093/gbe/evad225/54911907/evad225.pdf
14,"N Nakatsuka, B Holguin, J Sedig, PE Langenwalter, ...",Genetic continuity and change among the Indigenous peoples of California,2023,Nature,nature.com,https://www.nature.com/articles/s41586-023-06771-5,"https://scholar.google.com/scholar?cites=12600319621053340990&as_sdt=2005&sciodt=0,5&hl=en",HTML,,7,2,https://www.nature.com/articles/s41586-023-06771-5
30,"TM Mattila, EM Svensson, A Juras, T Günther, ...","Genetic continuity, isolation, and gene flow in Stone Age Central and Eastern Europe",2023,Communications …,nature.com,https://www.nature.com/articles/s42003-023-05131-3,"https://scholar.google.com/scholar?cites=8316645824620127286&as_sdt=2005&sciodt=0,5&hl=en",HTML,,15,2,https://www.nature.com/articles/s42003-023-05131-3
6,"J Kampuansai, R Wongkomonched, W Kutanan, ...",Genetic diversity and ancestry of the Khmuic-speaking ethnic groups in Thailand: a genome-wide perspective,2023,Scientific Reports,nature.com,https://www.nature.com/articles/s41598-023-43060-7,"https://scholar.google.com/scholar?cites=671632079911734079&as_sdt=2005&sciodt=0,5&hl=en",HTML,,3,2,https://www.nature.com/articles/s41598-023-43060-7
16,"X Ge, Y Lu, S Chen, Y Gao, L Ma, L Liu, ...",Genetic origins and adaptive evolution of the Deng people on the Tibetan Plateau,2023,Molecular Biology …,academic.oup.com,https://academic.oup.com/mbe/article-pdf/doi/10.1093/molbev/msad205/52241084/msad205.pdf,"https://scholar.google.com/scholar?cites=13450571523605500754&as_sdt=2005&sciodt=0,5&hl=en",PDF,10.1093/molbev/msad205/52241084/msad205,8,2,https://academic.oup.com/mbe/article-pdf/doi/10.1093/molbev/msad205/52241084/msad205.pdf
0,"Y Terai, X Xiaokaiti, J Gojobori, N Arakawa, T Sato, ...",Genome analysis of the Jomon dogs reveals the oldest domestic dog lineage in Eastern Eurasia,2023,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2023.09.29.560089.abstract,,,10.1101/2023.09.29.560089.abstract,0,2,https://www.biorxiv.org/content/10.1101/2023.09.29.560089.full.pdf
10,"EA Bennett, O Parasayan, S Prat, S Péan, ...","Genome sequences of 36,000-to 37,000-year-old modern humans at Buran-Kaya III in Crimea",2023,Nature Ecology & …,nature.com,https://www.nature.com/articles/s41559-023-02211-9,"https://scholar.google.com/scholar?cites=8258664479393825122&as_sdt=2005&sciodt=0,5&hl=en",HTML,,5,2,https://www.nature.com/articles/s41559-023-02211-9
43,"EF Sørensen, RA Harris, L Zhang, M Raveendran, ...",Genome-wide coancestry reveals details of ancient and recent male-driven reticulation in baboons,2023,Science,science.org,https://www.science.org/doi/abs/10.1126/science.abn8153,"https://scholar.google.com/scholar?cites=15203080524887836126&as_sdt=2005&sciodt=0,5&hl=en",,10.1126/science.abn8153,21.5,2,https://www.science.org/doi/full/10.1126/science.abn8153
33,"F Lopes, LR Oliveira, Y Beux, A Kessler, ...",Genomic evidence for homoploid hybrid speciation in a marine mammal apex predator,2023,Science …,science.org,https://www.science.org/doi/abs/10.1126/sciadv.adf6601,"https://scholar.google.com/scholar?cites=17167266660806359224&as_sdt=2005&sciodt=0,5&hl=en",,10.1126/sciadv.adf6601,16.5,2,https://www.science.org/doi/full/10.1126/sciadv.adf6601
0,"Z Dicső, G Szabó, R Bozi, N Borbély, B Heltai, ...",Genomic refugium of pre-domestication lineages in the Bronze Age Carpathian Basin,2023,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/2023.06.29.547029.abstract,,,10.1101/2023.06.29.547029.abstract,0,2,https://www.biorxiv.org/content/biorxiv/early/2023/06/30/2023.06.29.547029.full.pdf
14,"AA Igolkina, NV Noujdina, ...",Historical routes for diversification of domesticated chickpea inferred from landrace genomics,2023,Molecular Biology …,academic.oup.com,https://academic.oup.com/mbe/article-abstract/40/6/msad110/7158554,"https://scholar.google.com/scholar?cites=3433114166144975636&as_sdt=2005&sciodt=0,5&hl=en",,,7,2,https://academic.oup.com/mbe/article/40/6/msad110/7158554
81,"H Wang, MA Yang, S Wangdue, H Lu, H Chen, L Li, ...",Human genetic history on the Tibetan Plateau in the past 5100 years,2023,Science …,science.org,https://www.science.org/doi/abs/10.1126/sciadv.add5582,"https://scholar.google.com/scholar?cites=18048063257212656834&as_sdt=2005&sciodt=0,5&hl=en",,10.1126/sciadv.add5582,40.5,2,https://www.science.org/doi/full/10.1126/sciadv.add5582
17,"A Morez, K Britton, G Noble, T Günther, ...","Imputed genomes and haplotype-based analyses of the Picts of early medieval Scotland reveal fine-scale relatedness between Iron Age, early medieval and …",2023,PLoS …,journals.plos.org,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010360,"https://scholar.google.com/scholar?cites=13485186303751817107&as_sdt=2005&sciodt=0,5&hl=en",HTML,,8.5,2,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010360
13,"K Kim, D Kim, O Hanotte, C Lee, H Kim, ...",Inference of admixture origins in indigenous African cattle,2023,Molecular biology and …,academic.oup.com,https://academic.oup.com/mbe/article-pdf/doi/10.1093/molbev/msad257/54913067/msad257.pdf,"https://scholar.google.com/scholar?cites=10466224425478060961&as_sdt=2005&sciodt=0,5&hl=en",PDF,10.1093/molbev/msad257/54913067/msad257,6.5,2,https://academic.oup.com/mbe/article-pdf/doi/10.1093/molbev/msad257/54913067/msad257.pdf
13,"P Moorjani, G Hellenthal",Methods for assessing population relationships and history using genomic data,2023,Annual review of genomics and …,annualreviews.org,https://www.annualreviews.org/content/journals/10.1146/annurev-genom-111422-025117,"https://scholar.google.com/scholar?cites=12578848940973485741&as_sdt=2005&sciodt=0,5&hl=en",HTML,10.1146/annurev-genom-111422-025117,6.5,2,https://www.annualreviews.org/content/journals/10.1146/annurev-genom-111422-025117
15,"P Flegontov, U Işıldak, R Maier, E Yüncü, ...",Modeling of African population history using f-statistics is biased when applying all previously proposed SNP ascertainment schemes,2023,PloS …,journals.plos.org,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010931,"https://scholar.google.com/scholar?cites=4871083503399638097&as_sdt=2005&sciodt=0,5&hl=en",HTML,,6.5,2,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010931
